"domain" "phylum" "class" "order" "family" "genus" "species"
"ASV_950" NA NA NA NA NA NA NA
"ASV_951" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_952" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "67-14" NA NA
"ASV_953" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" NA NA
"ASV_954" "Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"ASV_955" NA NA NA NA NA NA NA
"ASV_956" NA NA NA NA NA NA NA
"ASV_957" NA NA NA NA NA NA NA
"ASV_958" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA NA
"ASV_959" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_960" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "KF-JG30-B3" NA NA
"ASV_961" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" NA NA
"ASV_962" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Puia" NA
"ASV_963" NA NA NA NA NA NA NA
"ASV_964" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_965" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101soilgroup" NA NA
"ASV_966" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys" NA
"ASV_967" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_968" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_969" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_970" NA NA NA NA NA NA NA
"ASV_971" NA NA NA NA NA NA NA
"ASV_972" "Bacteria" "Actinobacteriota" "Actinobacteria" "Streptomycetales" "Streptomycetaceae" NA NA
"ASV_973" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_974" NA NA NA NA NA NA NA
"ASV_975" "Bacteria" "Actinobacteriota" "Acidimicrobiia" "Microtrichales" "Iamiaceae" "Iamia" NA
"ASV_976" "Bacteria" "Actinobacteriota" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" NA NA
"ASV_977" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA NA
"ASV_978" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" NA NA NA NA
"ASV_979" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "WD260" NA NA NA
"ASV_980" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "S-BQ2-57soilgroup" NA NA NA
"ASV_981" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_982" NA NA NA NA NA NA NA
"ASV_983" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Acidiphilium" NA
"ASV_984" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_985" NA NA NA NA NA NA NA
"ASV_986" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Devosiaceae" NA NA
"ASV_987" "Bacteria" "Actinobacteriota" NA NA NA NA NA
"ASV_988" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "JG36-TzT-191" NA NA NA
"ASV_989" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_990" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA NA
"ASV_991" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup13" NA NA NA
"ASV_992" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_993" NA NA NA NA NA NA NA
"ASV_994" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_995" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Conexibacter" NA
"ASV_996" "Bacteria" "Actinobacteriota" "Actinobacteria" "Corynebacteriales" "Mycobacteriaceae" "Mycobacterium" NA
"ASV_997" NA NA NA NA NA NA NA
"ASV_998" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA NA
"ASV_999" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_1000" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"ASV_1001" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_1002" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_1003" NA NA NA NA NA NA NA
"ASV_1004" "Bacteria" "Actinobacteriota" "Actinobacteria" "Corynebacteriales" "Mycobacteriaceae" "Mycobacterium" NA
"ASV_1005" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Nitrosomonadaceae" "Ellin6067" NA
"ASV_1006" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_1007" "Bacteria" NA NA NA NA NA NA
"ASV_1008" NA NA NA NA NA NA NA
"ASV_1009" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "BIrii41" NA NA
"ASV_1010" "Bacteria" "Actinobacteriota" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Rhizocola" NA
"ASV_1011" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella" NA
"ASV_1012" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Nitrosomonadaceae" "MND1" NA
"ASV_1013" "Bacteria" "Actinobacteriota" "Acidimicrobiia" NA NA NA NA
"ASV_1014" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_1015" "Bacteria" NA NA NA NA NA NA
"ASV_1016" NA NA NA NA NA NA NA
"ASV_1017" NA NA NA NA NA NA NA
"ASV_1018" NA NA NA NA NA NA NA
"ASV_1019" NA NA NA NA NA NA NA
"ASV_1020" "Bacteria" "Bdellovibrionota" "Oligoflexia" "0319-6G20" NA NA NA
"ASV_1021" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" "Pajaroellobacter" NA
"ASV_1022" "Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" NA NA
"ASV_1023" "Bacteria" NA NA NA NA NA NA
"ASV_1024" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "CCD24" NA NA NA
"ASV_1025" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_1026" NA NA NA NA NA NA NA
"ASV_1027" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Methylocystis" NA
"ASV_1028" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA NA
"ASV_1029" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Tundrisphaera" NA
"ASV_1030" "Bacteria" NA NA NA NA NA NA
"ASV_1031" "Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" NA NA NA
"ASV_1032" NA NA NA NA NA NA NA
"ASV_1033" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"ASV_1034" NA NA NA NA NA NA NA
"ASV_1035" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_1036" "Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"ASV_1037" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Granulicella" NA
"ASV_1038" "Bacteria" NA NA NA NA NA NA
"ASV_1039" NA NA NA NA NA NA NA
"ASV_1040" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" NA NA
"ASV_1041" NA NA NA NA NA NA NA
"ASV_1042" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "PMMR1" NA
"ASV_1043" "Bacteria" "Actinobacteriota" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "Lechevalieria" NA
"ASV_1044" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "S-BQ2-57soilgroup" NA NA NA
"ASV_1045" "Bacteria" "Actinobacteriota" "Acidimicrobiia" "IMCC26256" NA NA NA
"ASV_1046" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_1047" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Occallatibacter" NA
"ASV_1048" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Occallatibacter" NA
"ASV_1049" NA NA NA NA NA NA NA
"ASV_1050" "Bacteria" "Acidobacteriota" "Acidobacteriae" NA NA NA NA
"ASV_1051" "Bacteria" NA NA NA NA NA NA
"ASV_1052" "Bacteria" NA NA NA NA NA NA
"ASV_1053" "Bacteria" "Acidobacteriota" "Holophagae" "Subgroup7" NA NA NA
"ASV_1054" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_1055" "Bacteria" NA NA NA NA NA NA
"ASV_1056" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Koribacteraceae" "CandidatusKoribacter" NA
"ASV_1057" "Bacteria" NA NA NA NA NA NA
"ASV_1058" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_1059" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Micropepsales" "Micropepsaceae" "Micropepsis" NA
"ASV_1060" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"ASV_1061" "Bacteria" NA NA NA NA NA NA
"ASV_1062" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "KF-JG30-B3" NA NA
"ASV_1063" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" NA NA
"ASV_1064" NA NA NA NA NA NA NA
"ASV_1065" NA NA NA NA NA NA NA
"ASV_1066" "Bacteria" NA NA NA NA NA NA
"ASV_1067" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" NA NA NA
"ASV_1068" "Bacteria" NA NA NA NA NA NA
"ASV_1069" NA NA NA NA NA NA NA
"ASV_1070" NA NA NA NA NA NA NA
"ASV_1071" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_1072" "Bacteria" NA NA NA NA NA NA
"ASV_1073" "Bacteria" NA NA NA NA NA NA
"ASV_1074" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "BIrii41" NA NA
"ASV_1075" "Bacteria" "Actinobacteriota" "Actinobacteria" "Micrococcales" "Microbacteriaceae" NA NA
"ASV_1076" "Bacteria" "Chloroflexi" "TK10" NA NA NA NA
"ASV_1077" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Koribacteraceae" "CandidatusKoribacter" NA
"ASV_1078" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup13" NA NA NA
"ASV_1079" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" NA NA NA
"ASV_1080" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Duganella" NA
"ASV_1081" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "67-14" NA NA
"ASV_1082" "Bacteria" "RCP2-54" NA NA NA NA NA
"ASV_1083" NA NA NA NA NA NA NA
"ASV_1084" "Bacteria" "Actinobacteriota" "Actinobacteria" NA NA NA NA
"ASV_1085" NA NA NA NA NA NA NA
"ASV_1086" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" NA NA
"ASV_1087" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" NA NA NA
"ASV_1088" "Bacteria" "Acidobacteriota" "Acidobacteriae" NA NA NA NA
"ASV_1089" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" NA NA
"ASV_1090" "Bacteria" NA NA NA NA NA NA
"ASV_1091" "Bacteria" "Acidobacteriota" "Acidobacteriae" NA NA NA NA
"ASV_1092" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup13" NA NA NA
"ASV_1093" NA NA NA NA NA NA NA
"ASV_1094" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" NA NA
"ASV_1095" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Micropepsales" "Micropepsaceae" NA NA
"ASV_1096" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "67-14" NA NA
"ASV_1097" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_1098" "Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" "Parachlamydiaceae" NA NA
"ASV_1099" "Bacteria" "RCP2-54" NA NA NA NA NA
"ASV_1100" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_1101" "Bacteria" NA NA NA NA NA NA
"ASV_1102" NA NA NA NA NA NA NA
"ASV_1103" "Bacteria" "Actinobacteriota" "Actinobacteria" "Micrococcales" "Microbacteriaceae" NA NA
"ASV_1104" NA NA NA NA NA NA NA
"ASV_1105" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_1106" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "A21b" NA NA
"ASV_1107" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacteraceae" NA NA
"ASV_1108" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_1109" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"ASV_1110" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_1111" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Puia" NA
"ASV_1112" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_1113" "Bacteria" NA NA NA NA NA NA
"ASV_1114" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "CandidatusUdaeobacter" NA
"ASV_1115" NA NA NA NA NA NA NA
"ASV_1116" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_1117" NA NA NA NA NA NA NA
"ASV_1118" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Diplorickettsiales" "Diplorickettsiaceae" "Diplorickettsia" NA
"ASV_1119" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "WD260" NA NA NA
"ASV_1120" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_1121" "Bacteria" "Acidobacteriota" "Acidobacteriae" NA NA NA NA
"ASV_1122" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Comamonadaceae" NA NA
"ASV_1123" "Archaea" "Crenarchaeota" "Nitrososphaeria" NA NA NA NA
"ASV_1124" NA NA NA NA NA NA NA
"ASV_1125" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_1126" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Singulisphaera" NA
"ASV_1127" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Opitutales" "Opitutaceae" NA NA
"ASV_1128" "Bacteria" "Firmicutes" "Desulfitobacteriia" "Desulfitobacteriales" "Desulfitobacteriaceae" "Desulfosporosinus" NA
"ASV_1129" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101soilgroup" NA NA
"ASV_1130" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" NA NA
"ASV_1131" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "SM2D12" NA NA
"ASV_1132" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" "Pajaroellobacter" NA
"ASV_1133" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_1134" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Tardiphaga" NA
"ASV_1135" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Terrimonas" NA
"ASV_1136" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "A0839" NA NA
"ASV_1137" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_1138" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter" NA
"ASV_1139" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" "Pajaroellobacter" NA
"ASV_1140" NA NA NA NA NA NA NA
"ASV_1141" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_1142" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_1143" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_1144" "Bacteria" NA NA NA NA NA NA
"ASV_1145" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_1146" "Bacteria" NA NA NA NA NA NA
"ASV_1147" "Bacteria" "Actinobacteriota" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" NA NA
"ASV_1148" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_1149" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Pedomicrobium" NA
"ASV_1150" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Labraceae" "Labrys" NA
"ASV_1151" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_1152" "Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Myxococcaceae" "P3OB-42" NA
"ASV_1153" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Azospirillales" "Inquilinaceae" "Inquilinus" NA
"ASV_1154" NA NA NA NA NA NA NA
"ASV_1155" "Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" NA NA
"ASV_1156" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_1157" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_1158" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Koribacteraceae" "CandidatusKoribacter" NA
"ASV_1159" "Bacteria" NA NA NA NA NA NA
"ASV_1160" "Bacteria" "Actinobacteriota" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" NA NA
"ASV_1161" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Puia" NA
"ASV_1162" "Bacteria" "Actinobacteriota" "Actinobacteria" "Catenulisporales" "Actinospicaceae" "Actinospica" NA
"ASV_1163" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" NA NA
"ASV_1164" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Caulobacter" NA
"ASV_1165" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" NA NA NA
"ASV_1166" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" NA NA
"ASV_1167" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_1168" NA NA NA NA NA NA NA
"ASV_1169" "Bacteria" NA NA NA NA NA NA
"ASV_1170" NA NA NA NA NA NA NA
"ASV_1171" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter" NA
"ASV_1172" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Roseiarcus" NA
"ASV_1173" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_1174" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_1175" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Conexibacter" NA
"ASV_1176" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_1177" NA NA NA NA NA NA NA
"ASV_1178" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter" NA
"ASV_1179" "Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" NA NA
"ASV_1180" NA NA NA NA NA NA NA
"ASV_1181" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Tundrisphaera" NA
"ASV_1182" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_1183" "Bacteria" NA NA NA NA NA NA
"ASV_1184" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_1185" "Bacteria" "Actinobacteriota" "Acidimicrobiia" "IMCC26256" NA NA NA
"ASV_1186" NA NA NA NA NA NA NA
"ASV_1187" "Bacteria" NA NA NA NA NA NA
"ASV_1188" "Bacteria" NA NA NA NA NA NA
"ASV_1189" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_1190" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Opitutales" "Opitutaceae" "Lacunisphaera" NA
"ASV_1191" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" NA NA
"ASV_1192" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudorhodoplanes" NA
"ASV_1193" NA NA NA NA NA NA NA
"ASV_1194" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Koribacteraceae" "CandidatusKoribacter" NA
"ASV_1195" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Occallatibacter" NA
"ASV_1196" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Puia" NA
"ASV_1197" "Bacteria" "Acidobacteriota" NA NA NA NA NA
"ASV_1198" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" NA NA
"ASV_1199" "Bacteria" NA NA NA NA NA NA
"ASV_1200" "Bacteria" NA NA NA NA NA NA
"ASV_1201" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Comamonadaceae" NA NA
"ASV_1202" NA NA NA NA NA NA NA
"ASV_1203" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter" NA
"ASV_1204" NA NA NA NA NA NA NA
"ASV_1205" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_1206" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_1207" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Occallatibacter" NA
"ASV_1208" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" NA NA
"ASV_1209" NA NA NA NA NA NA NA
"ASV_1210" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_1211" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" NA NA
"ASV_1212" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" NA NA
"ASV_1213" NA NA NA NA NA NA NA
"ASV_1214" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "LWQ8" NA NA
"ASV_1215" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA NA
"ASV_1216" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" NA NA
"ASV_1217" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"ASV_1218" "Bacteria" NA NA NA NA NA NA
"ASV_1219" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Rhodoplanes" NA
"ASV_1220" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter" NA
"ASV_1221" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium" NA
"ASV_1222" "Bacteria" "Actinobacteriota" "Actinobacteria" "Catenulisporales" "Actinospicaceae" "Actinospica" NA
"ASV_1223" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" NA NA
